fnummer,personstatus,fornavn,etternavn,kjoenn,foedselsdato,postnummer
13840897952,BOSATT,Kognitiv,Eksamen,MANN,2008-04-13,5981
13844796999,BOSATT,Nervøs,Kokkekniv,MANN,1947-04-13,0962
13847899608,BOSATT,Langfingret,Diesel,KVINNE,1978-04-13,1415
13848698800,BOSATT,Tilgivende,Bajas,KVINNE,1986-04-13,1450
13858397973,BOSATT,Motstandsdyktig,Firkant,MANN,1983-05-13,6947
13858797785,BOSATT,Motstandsdyktig,Spesialist,MANN,1987-05-13,2420
13861649088,BOSATT,Smidig,Gluten,KVINNE,1916-06-13,0580
13865398691,BOSATT,Bra,Grunnskole,KVINNE,1953-06-13,2827
13867496739,BOSATT,Samarbeidsvillig,Budeie,MANN,1974-06-13,3044
13878996741,BOSATT,Gjennomsiktig,Rulletrapp,MANN,1989-07-13,5251
13879398260,BOSATT,Usensuell,Fallskjerm,KVINNE,1993-07-13,1970
13879898255,BOSATT,Uvirksom,Bie,KVINNE,1998-07-13,0254
13882848749,BOSATT,Aktpågivende,Pyramide,MANN,1928-08-13,6610
13884396470,BOSATT,Justerbar,Kamel,KVINNE,1943-08-13,9103
13884997008,BOSATT,Spennende,Plate,KVINNE,1949-08-13,8475
13886297119,BOSATT,Oversiktlig,Blunder,MANN,1962-08-13,1272
13888698447,BOSATT,Subjektiv,Bad,KVINNE,1986-08-13,9161
13892948679,BOSATT,Oppblåst,Forstand,KVINNE,1929-09-13,5984
13894996476,BOSATT,Øvrige,Oldefar,KVINNE,1949-09-13,9303
13896197430,BOSATT,Egoistisk,Almisse,KVINNE,1961-09-13,5164
13897098746,BOSATT,Kunnskapsløs,Forutsetning,MANN,1970-09-13,9055
13902949571,BOSATT,Konservativ,Jordsmonn,MANN,1929-10-13,3360
13903848876,BOSATT,Retorisk,Handlingsrom,KVINNE,1938-10-13,3262
13914796290,BOSATT,Initiativrik,Opposisjon,KVINNE,1947-11-13,3733
13915898240,BOSATT,Trådløs,Kake,KVINNE,1958-11-13,2340
13917297317,BOSATT,Grå,Merr,MANN,1972-11-13,1391
13918198541,BOSATT,Impulsiv,Storskjerm,MANN,1981-11-13,6409
13919199959,BOSATT,Halv,Bølge,MANN,1991-11-13,4985
14814197736,BOSATT,Usikker,Ferie,MANN,1941-01-14,1365
14823547081,BOSATT,Selvtilfreds,Bukse,KVINNE,1935-02-14,1444
14824896888,BOSATT,Oppfarende,Mønster,KVINNE,1948-02-14,2383
14828197496,BOSATT,Kompetent,Søndag,KVINNE,1981-02-14,6817
14828496817,BOSATT,Økologisk,Fugleskremsel,KVINNE,1984-02-14,2322
14829698707,BOSATT,Upersonlig,Møbelforretning,MANN,1996-02-14,4621
14833848756,BOSATT,Omtenksom,Eik,MANN,1938-03-14,4083
14847897555,BOSATT,Straffet,Pleie,MANN,1978-04-14,1394
14851099701,BOSATT,Topp,Hjelp,MANN,2010-05-14,6530
14856599222,BOSATT,Kjempende,Salve,KVINNE,1965-05-14,4049
14858197970,BOSATT,Vrien,Pike,MANN,1981-05-14,5144
14866998583,BOSATT,Åpen,Fastmerke,MANN,1969-06-14,5986
14875596803,BOSATT,Pessimistisk,Tyggis,KVINNE,1955-07-14,1860
14876797152,BOSATT,Minimalistisk,Sete,MANN,1967-07-14,9750
14877697836,BOSATT,Uglesett,Katalysator,KVINNE,1976-07-14,5517
14886896965,BOSATT,Velkommen,Omstilling,MANN,1968-08-14,5943
14890698612,BOSATT,Vassen,Politibil,KVINNE,2006-09-14,1903
14893149644,BOSATT,Genierklært,Gallium,KVINNE,1931-09-14,4311
14895196305,BOSATT,Berømt,Bilde,MANN,1951-09-14,1860
14906397359,BOSATT,Proaktiv,Kupé,MANN,1963-10-14,3516
14909498067,BOSATT,Klok,Vifte,KVINNE,1994-10-14,0452
14917195758,BOSATT,Kjent,Svigerinne,MANN,1971-11-14,3408
14923449524,BOSATT,Smart,Frisyre,MANN,1934-12-14,6814
14923849840,BOSATT,Toårig,Balltre,KVINNE,1938-12-14,3660
14928699944,BOSATT,Hellig,Malerbukse,MANN,1986-12-14,6600
14929898797,BOSATT,Oriental,Solsikke,MANN,1998-12-14,4170
15815897215,BOSATT,Dynamisk,Faktor,KVINNE,1958-01-15,7760
15818098712,BOSATT,Pleiende,Million,MANN,1980-01-15,9513
15838998760,BOSATT,Uinspirert,Kokkekniv,MANN,1989-03-15,7530
15850398981,BOSATT,Ungt,Detalj,MANN,2003-05-15,1394
15853947811,BOSATT,Fattet,Kollega,KVINNE,1939-05-15,5162
15858197829,BOSATT,Personlig,Lampett,KVINNE,1981-05-15,7100
15864596158,BOSATT,Muskuløs,Torsdag,MANN,1945-06-15,5037
15866496517,BOSATT,Treig,Kunnskap,MANN,1964-06-15,5542
15876097750,BOSATT,Komplisert,Brødskive,MANN,1960-07-15,3697
15877796911,BOSATT,Naturstridig,Hingst,MANN,1977-07-15,7125
15877897564,BOSATT,Aktiv,Kokkekniv,MANN,1978-07-15,5222
15889199404,BOSATT,Observant,Fagott,KVINNE,1991-08-15,1792
15890899487,BOSATT,Overnaturlig,Fagressurs,KVINNE,2008-09-15,6710
15904497514,BOSATT,Dyktig,Gråhegre,MANN,1944-10-15,1178
15910898601,BOSATT,Teoretisk,Desimal,KVINNE,2008-11-15,3616
15914697112,BOSATT,Elektronisk,Undulat,MANN,1946-11-15,3733
15918199818,BOSATT,Operativ,Melding,KVINNE,1981-11-15,3511
15918999865,BOSATT,Sympatisk,Muskel,KVINNE,1989-11-15,1769
15920098654,BOSATT,Skånsom,Svigerdatter,KVINNE,2000-12-15,5224
15928998476,BOSATT,Utakknemlig,Foxtrot,KVINNE,1989-12-15,2848
15929397948,BOSATT,Patent,Måke,MANN,1993-12-15,1672
15929999026,BOSATT,Utgått,Eik,KVINNE,1999-12-15,2090
16849899248,BOSATT,Lydig,Elefant,KVINNE,1998-04-16,5518
16855997901,BOSATT,Toårig,Bruksrett,MANN,1959-05-16,0257
16855998452,BOSATT,Ravgul,Biografi,KVINNE,1959-05-16,2092
16856897242,BOSATT,Tydelig,Pus,KVINNE,1968-05-16,5943
16858398502,BOSATT,Ulydig,Toppskarv,MANN,1983-05-16,0665
16860398315,BOSATT,Glupsk,Trombone,MANN,2003-06-16,5224
16865897557,BOSATT,Hardhudet,Gjerrigknark,MANN,1958-06-16,0661
16866499431,BOSATT,Smul,Lugar,KVINNE,1964-06-16,2560
16871397892,BOSATT,Vakker,Gluten,KVINNE,2013-07-16,6600
16873248193,BOSATT,Kunst,Invitasjon,MANN,1932-07-16,4625
16873349089,BOSATT,Pen,Traktoregg,KVINNE,1933-07-16,9426
16877899342,BOSATT,Pålitelig,Globus,MANN,1978-07-16,4737
16884896472,BOSATT,Moderne,Alke,KVINNE,1948-08-16,3143
16885297602,BOSATT,Lydig,Pute,KVINNE,1952-08-16,5713
16888797096,BOSATT,Justerbar,Astrolog,KVINNE,1987-08-16,8370
16896398516,BOSATT,Ivrig,Revebjelle,MANN,1963-09-16,2560
16898998316,BOSATT,Kunnskapsrik,Bakkeklaring,MANN,1989-09-16,1387
16899599245,BOSATT,Fysisk,Brosme,KVINNE,1995-09-16,1346
16907998316,BOSATT,Flott,Landmåler,MANN,1979-10-16,3746
16911097757,BOSATT,Uemosjonell,Fiolin,MANN,2010-11-16,1672
16913349834,BOSATT,Sitrongul,Fasade,KVINNE,1933-11-16,6416
16915498012,BOSATT,Skravlete,Paraply,KVINNE,1954-11-16,6856
16916198845,BOSATT,Blaut,Dagelev,KVINNE,1961-11-16,6774
16918499133,BOSATT,Neste,Jukeboks,MANN,1984-11-16,1680
16919099511,BOSATT,Innsiktsfull,Lommebok,MANN,1990-11-16,1788
16921498938,BOSATT,Emosjonell,Bakverk,MANN,2014-12-16,0665
16924697303,BOSATT,Fornøyd,Talltegn,MANN,1946-12-16,5032
16927298450,BOSATT,Viljesterk,Trikk,KVINNE,1972-12-16,4993
17812649426,BOSATT,Legitim,Badestrand,KVINNE,1926-01-17,0958
17814897184,BOSATT,Juridisk,Kål,MANN,1948-01-17,3122
17819597081,BOSATT,Hårsår,Fiskebolle,KVINNE,1995-01-17,2387
17820299671,BOSATT,Begeistret,Ball,KVINNE,2002-02-17,2686
17826995564,BOSATT,Positiv,Pendel,MANN,1969-02-17,0958
17828897934,BOSATT,Upersonlig,Idyll,MANN,1988-02-17,8519
17829199009,BOSATT,Selvhjulpen,Banke,KVINNE,1991-02-17,3617
17829399393,BOSATT,Idiotsikker,Kråkesølv,MANN,1993-02-17,0671
17829596954,BOSATT,Klam,Kjøttbolle,MANN,1995-02-17,1383
17829597071,BOSATT,Veldig,Hestedrosje,KVINNE,1995-02-17,6868
17832849871,BOSATT,Selvhjulpen,Reke,KVINNE,1928-03-17,5111
17835499391,BOSATT,Possessiv,Kaiman,MANN,1954-03-17,0770
17835797333,BOSATT,Enkel,Fluktstol,MANN,1957-03-17,5416
17838099998,BOSATT,Tentativ,Lov,MANN,1980-03-17,1782
17839599315,BOSATT,Elegant,Opposisjon,MANN,1995-03-17,0257
17841498232,BOSATT,Sindig,Babybag,KVINNE,2014-04-17,0260
17843449654,BOSATT,Gjennomsiktig,Frakk,KVINNE,1934-04-17,5003
17845396566,BOSATT,Lydig,Analogi,MANN,1953-04-17,5745
17846499490,BOSATT,Oppfyllende,Granitt,KVINNE,1964-04-17,7882
17847297638,BOSATT,Deilig,Tusj,KVINNE,1972-04-17,6017
17847696141,BOSATT,Skyfri,Svigerdatter,MANN,1976-04-17,9444
17852649739,BOSATT,Sensitiv,Ask,MANN,1926-05-17,3536
17860397722,BOSATT,Støyfri,Tanke,MANN,2003-06-17,1746
17865995768,BOSATT,Risikabel,Appelsin,MANN,1959-06-17,1407
17866797412,BOSATT,Vaklende,Fantast,KVINNE,1967-06-17,6510
17869099058,BOSATT,Oransje,Råvare,KVINNE,1990-06-17,2022
17869299847,BOSATT,Varsom,Oppdatering,KVINNE,1992-06-17,1366
17870199600,BOSATT,Gøyal,Mat,KVINNE,2001-07-17,3721
17874297623,BOSATT,Hensiktsmessig,Fastlandsforbindelse,KVINNE,1942-07-17,1155
17883448901,BOSATT,Usannferdig,Dessert,MANN,1934-08-17,3613
17886997000,BOSATT,Jovial,Sarv,KVINNE,1969-08-17,2320
17890899102,BOSATT,Kunnskapsrik,Syre,MANN,2008-09-17,2848
17894798300,BOSATT,Lei,Ferd,MANN,1947-09-17,1415
17916897693,BOSATT,Lyseblå,Bakhjulsdrift,KVINNE,1968-11-17,5713
17918699457,BOSATT,Opprømt,Fyrstinne,KVINNE,1986-11-17,9194
17919998210,BOSATT,Refleksiv,Appelsin,KVINNE,1999-11-17,3580
17920299024,BOSATT,Sympatisk,Bok,KVINNE,2002-12-17,2100
17921398794,BOSATT,Pratsom,Gallium,MANN,2013-12-17,9055
17923248978,BOSATT,Ravgul,Habitt,MANN,1932-12-17,4315
17926897411,BOSATT,Nervøs,Skade,KVINNE,1968-12-17,3024
18810198059,BOSATT,Muskuløs,Bie,KVINNE,2001-01-18,7900
18820449386,BOSATT,Deilig,Kokeplate,MANN,1904-02-18,2662
18825398526,BOSATT,Maritim,Algoritme,MANN,1953-02-18,5984
18827898062,BOSATT,Handlekraftig,Delepris,KVINNE,1978-02-18,0260
18830249334,BOSATT,Fornuftig,Turbin,MANN,1902-03-18,3173
18837298713,BOSATT,Virkelig,Bonde,MANN,1972-03-18,3039
18838599911,BOSATT,Forskjellig,Struktur,MANN,1985-03-18,5164
18859097258,BOSATT,Hardhudet,Bånd,KVINNE,1990-05-18,6010
18859499828,BOSATT,Sky,Vurdering,KVINNE,1994-05-18,2092
18861299941,BOSATT,Mange,Avgrunn,MANN,2012-06-18,2923
18868699155,BOSATT,Flat,Kostnad,MANN,1986-06-18,5143
18869497998,BOSATT,Salt,Pistol,MANN,1994-06-18,2208
18871599560,BOSATT,Hes,Tunge,MANN,2015-07-18,7075
18875697907,BOSATT,Blid,Spasertur,MANN,1956-07-18,6817
18879499212,BOSATT,Akseptabel,Brann,KVINNE,1994-07-18,0281
18880298433,BOSATT,Forståelsesfull,Måne,KVINNE,2002-08-18,3050
18885798469,BOSATT,Oppgitt,Mann,KVINNE,1957-08-18,6570
18886797512,BOSATT,Knuslete,Årsak,MANN,1967-08-18,2133
18889199845,BOSATT,Morsom,Halvøy,KVINNE,1991-08-18,0489
18890797462,BOSATT,Klar,Firkant,KVINNE,2007-09-18,2634
18891199739,BOSATT,Klok,Nitrogen,MANN,2011-09-18,1454
18894099964,BOSATT,Rik,Fødselsdag,MANN,1940-09-18,1970
18903849564,BOSATT,Erfaren,Bie,MANN,1938-10-18,6270
18908198375,BOSATT,Avansert,Enkemann,MANN,1981-10-18,4635
18909198050,BOSATT,Rimelig,Plomme,KVINNE,1991-10-18,3480
18910198420,BOSATT,Ugjennomsiktig,Bussjåfør,KVINNE,2001-11-18,3014
18914997778,BOSATT,Patent,Meter,MANN,1949-11-18,5470
18917899823,BOSATT,Elastisk,Baug,KVINNE,1978-11-18,7504
18929397289,BOSATT,Søt,Fattigdom,KVINNE,1993-12-18,2072
19810298270,BOSATT,Glemsom,Gladiator,KVINNE,2002-01-19,1368
19817196740,BOSATT,Oppriktig,Pytt,MANN,1971-01-19,3113
19829599484,BOSATT,Svimmel,Køyeseng,KVINNE,1995-02-19,1963
19831049602,BOSATT,Integrert,Abbed,KVINNE,1910-03-19,0654
19831849226,BOSATT,Taus,Sekk,KVINNE,1918-03-19,6908
19834797464,BOSATT,Utholden,Sysvort,KVINNE,1947-03-19,5096
19842848450,BOSATT,Tydelig,Kontingent,KVINNE,1928-04-19,6908
19846996578,BOSATT,Oppklarende,Township,MANN,1969-04-19,1940
19849797061,BOSATT,Dogmatisk,Blanding,KVINNE,1997-04-19,3802
19849898976,BOSATT,Naturstridig,Kur,MANN,1998-04-19,2319
19854798076,BOSATT,Klartenkt,Traktkantarell,KVINNE,1947-05-19,1816
19856896032,BOSATT,Rosa,Pakke,KVINNE,1968-05-19,2100
19859098161,BOSATT,Gøyal,Bygd,MANN,1990-07-11,4340
19866797148,BOSATT,Ungt,Pianokrakk,MANN,1967-06-19,2022
19868298912,BOSATT,Emosjonell,Loddsnor,MANN,1982-06-19,9405
19869098232,BOSATT,Evig,Fastlegeordning,KVINNE,1990-06-19,3243
19869599959,BOSATT,Uvitende,Tunnel,MANN,1995-06-19,8520
19878299100,BOSATT,Innesluttet,Arkitektur,MANN,1982-07-19,2069
19883949253,BOSATT,Klok,Agenda,KVINNE,1939-08-19,3340
19885195507,BOSATT,Uvirksom,Sanddyne,MANN,1951-08-19,5308
19889498881,BOSATT,Personlig,Tordivel,KVINNE,1994-08-19,3023
19890699572,BOSATT,Opprettholdende,Gran,MANN,2006-09-19,0587
19891599237,BOSATT,Oppfyllende,Oppvisningskamp,KVINNE,2015-09-19,3080
19894298041,BOSATT,Flink,Legg,KVINNE,1942-09-19,2010
19895997717,BOSATT,Påpasselig,Dagkrem,MANN,1959-09-19,1394
19897296953,BOSATT,Pessimistisk,Ærfugl,MANN,1972-09-19,1392
19899097680,BOSATT,Kunstig,Fuktighetskrem,KVINNE,1990-09-19,5419
19899497069,BOSATT,Aldrende,Japp,KVINNE,1994-09-19,0378
19900098882,BOSATT,Realistisk,Hieroglyf,KVINNE,2000-10-19,0583
19907199250,BOSATT,Støyfri,Kost,KVINNE,1971-10-19,1163
19909099881,BOSATT,Avansert,Badeby,KVINNE,1990-10-19,4580
19909298868,BOSATT,Utørst,Gorilla,KVINNE,1992-10-19,3050
19916794927,BOSATT,Fantasifull,Plomme,MANN,1967-11-19,1930
19918498861,BOSATT,Famøs,Bacon,KVINNE,1984-11-19,0467
19919999759,BOSATT,Uforgjengelig,Båt,MANN,1999-11-19,7724
19927195723,BOSATT,Mett,Baron,MANN,1971-12-19,2120
19927799246,BOSATT,Intelligent,Omelett,KVINNE,1977-12-19,2847
19928398407,BOSATT,Kranglete,Dørslag,KVINNE,1983-12-19,7200
20817197907,BOSATT,Fattig,Grunnskole,MANN,1971-01-20,5224
20818499575,BOSATT,Lat,Ungdom,MANN,1984-01-20,6710
20818699345,BOSATT,Blid,Vannmann,MANN,1986-01-20,9055
20825396927,BOSATT,Akseptabel,Båndsalat,MANN,1953-02-20,0567
20826996375,BOSATT,Impulsiv,Villa,MANN,1969-02-20,6600
20829698731,BOSATT,Oversiktlig,Hette,MANN,1996-02-20,9450
20831698706,BOSATT,Overflødig,Stafett,MANN,2016-03-20,0489
20839099429,BOSATT,Possessiv,Filter,KVINNE,1990-03-20,5984
20844399864,BOSATT,Hemmelighetsfull,Politibil,KVINNE,1943-04-20,0580
20848898806,BOSATT,Autonom,Dompap,KVINNE,1988-04-20,2219
20849199863,BOSATT,Sorgløs,Flaskehals,KVINNE,1991-04-20,1480
20849998421,UTFLYTTET,Lett,Æresgjest,KVINNE,1999-04-20,7042
20858498903,BOSATT,Urolig,Korridor,MANN,1984-05-20,3189
20860799139,BOSATT,Uinteressert,Doktorgrad,MANN,2007-06-20,2632
20870798688,BOSATT,Uinteressert,Stjerne,KVINNE,2007-07-20,2843
20879596093,BOSATT,Interessant,Byregion,KVINNE,1995-07-20,5517
20886299193,BOSATT,Overfølsom,Tunge,MANN,1962-08-20,5518
20886699086,BOSATT,Topp,Rype,KVINNE,1966-08-20,3470
20889197731,BOSATT,Usannferdig,Ord,MANN,1991-08-20,1055
20889599716,BOSATT,Overeksponert,Apanasje,MANN,1995-08-20,4072
20893349600,BOSATT,Nær,Pedagog,KVINNE,1933-09-20,4956
20894897989,BOSATT,Fersk,Suppe,MANN,1948-09-20,8008
20899599706,BOSATT,Historisk,Baron,MANN,1995-09-20,4460
20899797303,BOSATT,Sivilisert,Trikk,MANN,1997-09-20,4700
20910498976,BOSATT,Matt,Fastmerke,MANN,2004-11-20,3219
20910998456,BOSATT,Vokal,Ingress,KVINNE,2009-11-20,7760
20921849576,BOSATT,Subtil,Akupunktør,MANN,1918-12-20,6908
20927898684,BOSATT,Humoristisk,Æresgjest,KVINNE,1978-12-20,2632
20927996503,BOSATT,Barmhjertig,Badenymfe,MANN,1979-12-20,5627
21810798677,BOSATT,Sosial,Kontradiksjon,KVINNE,2007-01-21,1746
21813149254,BOSATT,Oppblåst,Bankboks,KVINNE,1931-01-21,0774
21813347366,BOSATT,Forsiktig,Hensikt,MANN,1933-01-21,1344
21816294468,BOSATT,Matematisk,Muffins,KVINNE,1962-01-21,2019
21817097763,BOSATT,Blaut,Flamme,MANN,1970-01-21,2409
21818296344,BOSATT,Konsentrisk,Skorpion,MANN,1982-01-21,9845
21819297328,BOSATT,Sannferdig,Produksjon,MANN,1992-01-21,5986
21819297670,BOSATT,Interessant,Permanent,KVINNE,1992-01-21,3579
21820149693,BOSATT,Flat,Doning,KVINNE,1901-02-21,5225
21830399639,BOSATT,Innesluttet,Oppvisningskamp,KVINNE,2003-03-21,2383
21835096065,BOSATT,Erfaren,Adressat,KVINNE,1950-03-21,0962
21846796786,BOSATT,Subtil,Bonde,MANN,1967-04-21,1680
21848899639,BOSATT,Glad,Inndeling,KVINNE,1988-04-21,2683
21850499478,BOSATT,Berikende,Brøk,KVINNE,2004-05-21,3517
21850798556,BOSATT,Tørr,Farsott,MANN,2007-05-21,2092
21852748084,BOSATT,Minst,Baug,KVINNE,1927-05-21,7092
21854795845,BOSATT,Lang,Antilope,KVINNE,1947-05-21,6774
21858897103,BOSATT,Usjenert,Sko,MANN,1988-05-21,7819
21859197377,BOSATT,Vrien,Partikkel,MANN,1991-05-21,0489
21859998965,BOSATT,Lojal,Filter,MANN,1999-05-21,5580
21860097211,BOSATT,Håndlaget,Veps,KVINNE,2000-06-21,3517
21864495882,BOSATT,Kvart,Plassering,KVINNE,1944-06-21,9055
21864797412,BOSATT,Smul,Gorilla,KVINNE,1947-06-21,3676
21866595183,BOSATT,Begeistret,Konkurranse,MANN,1965-06-21,7657
21867499889,BOSATT,Tilfredsstillende,Tørketrommel,KVINNE,1974-06-21,2383
21867897337,BOSATT,Likegyldig,Fugleskremsel,MANN,1978-06-21,1746
21868898744,BOSATT,Utakknemlig,Fant,MANN,1988-06-21,4307
21874298554,BOSATT,Hensiktsmessig,Infeksjon,MANN,1942-07-21,3536
21907096251,BOSATT,Mosegrodd,Fart,KVINNE,1970-10-21,1348
21907999871,BOSATT,Spontan,Banke,KVINNE,1979-10-21,6868
21914695489,BOSATT,Oppgitt,Kulepenn,KVINNE,1946-11-21,9800
21926197441,BOSATT,Talefør,Rose,KVINNE,1961-12-21,1785
21926599426,BOSATT,Husløs,Hotelldirektør,KVINNE,1965-12-21,6390
21927999428,BOSATT,Fin,Fjord,KVINNE,1979-12-21,1385
21929099920,BOSATT,Støyfri,Stilling,MANN,1990-12-21,5420
21929997716,BOSATT,Søvnig,Familiebarnehage,MANN,1999-12-21,1440
22815396743,BOSATT,Skrivefør,Omsetning,MANN,1953-01-22,8663
22818496900,BOSATT,Krass,Tøffel,MANN,1984-01-22,1475
22824297588,BOSATT,Jordnær,Maktperson,MANN,1942-02-22,4318
22827997084,BOSATT,Snål,Marg,KVINNE,1979-02-22,7760
22829199266,UTFLYTTET,Hel,Kjenning,KVINNE,1991-02-22,3158
22829499995,BOSATT,Fullkommen,Klang,MANN,1994-02-22,8009
22830499346,BOSATT,Smigrende,Adelsmann,MANN,2004-03-22,4828
22843648111,BOSATT,Kompetent,Byregion,MANN,1936-04-22,5101
22850498532,BOSATT,Fryktsom,Bankboks,MANN,2004-05-22,2409
22851799145,BOSATT,Ravgul,Kakao,MANN,2017-05-22,1412
22854199033,BOSATT,Spontan,Kost,KVINNE,1941-05-22,0589
22857699002,BOSATT,Sliten,Filet,KVINNE,1976-05-22,1424
22860099695,BOSATT,Likegyldig,Dagelev,KVINNE,2000-06-22,0489
22860099857,BOSATT,Gul,Anatomi,KVINNE,2000-06-22,9446
22866197745,BOSATT,From,Band,MANN,1961-06-22,8230
22870397899,BOSATT,Kunst,Fiber,KVINNE,2003-07-22,0187
22873848719,BOSATT,Skjønn,Tann,MANN,1938-07-22,0182
22877698703,BOSATT,Pen,Mammut,MANN,1976-07-22,3660
22881097773,BOSATT,Hårsår,Karneval,MANN,2010-08-22,4007
22887298134,BOSATT,Komplisert,Kentaur,MANN,1972-08-22,5305
22890097735,BOSATT,Ullen,Bånd,MANN,2000-09-22,5984
22894099406,BOSATT,Ledende,Dråpe,KVINNE,1940-09-22,1809
22894798487,BOSATT,Overnaturlig,Terskel,KVINNE,1947-09-22,3122
22898598377,BOSATT,Lat,Antikvitet,MANN,1985-09-22,1680
22900499233,BOSATT,Sky,Tommel,KVINNE,2004-10-22,1394
22901498559,BOSATT,Sliten,Katt,MANN,2014-10-22,0260
22904397729,BOSATT,Gøyal,Fritid,MANN,1943-10-22,4307
22910299887,BOSATT,Mye,Port,KVINNE,2002-11-22,0875
22916898715,BOSATT,Aldrende,Kjeltring,MANN,1968-11-22,3830
22917997709,BOSATT,Taus,Gjerrigknark,MANN,1979-11-22,0187
22918299630,BOSATT,Aktiv,Serviett,KVINNE,1982-11-22,6004
22926598590,BOSATT,Nybakt,Mygg,MANN,1965-12-22,6896
22926798794,BOSATT,Oppklarende,Åker,MANN,1967-12-22,5521
22928698649,BOSATT,Naturstridig,Sverm,KVINNE,1986-12-22,0172
22928997727,BOSATT,Løsningsorientert,Band,MANN,1989-12-22,6260
23815197291,BOSATT,Sivilisert,Olje,KVINNE,1951-01-23,1344
23817395864,BOSATT,Erfaren,Lugg,KVINNE,1973-01-23,3268
23828696890,BOSATT,Familiær,Buk,KVINNE,1986-02-23,0676
23845499659,BOSATT,Kjent,Kråke,KVINNE,1954-04-23,1163
23847197137,BOSATT,Elegant,Gardin,MANN,1971-04-23,7970
23853049352,BOSATT,Riktig,Hullemaskin,MANN,1930-05-23,5281
23854597035,BOSATT,Ulydig,Klippe,KVINNE,1945-05-23,3616
23858299349,BOSATT,Talefør,Frostnatt,MANN,1982-05-23,7393
23858497027,BOSATT,Sentral,Arbeidsdag,KVINNE,1984-05-23,4311
23867499695,BOSATT,Spesifikk,Ambassadefunksjonær,KVINNE,1974-06-23,6415
23868599987,BOSATT,Uforgjengelig,Bukt,MANN,1985-06-23,7089
23875197312,BOSATT,Salig,Glose,MANN,1951-07-23,5984
23880399586,BOSATT,Trossig,Modell,MANN,2003-08-23,8803
23886498268,BOSATT,Impulsiv,Abakus,KVINNE,1964-08-23,1354
23887499594,BOSATT,Utmerket,Østers,MANN,1974-08-23,3580
23887899649,BOSATT,Raffinert,Eføy,KVINNE,1978-08-23,1738
23889497610,BOSATT,Kritisk,Fyr,KVINNE,1994-08-23,3580
23894997230,BOSATT,Festlig,Gravimetri,KVINNE,1949-09-23,2430
23895997501,BOSATT,Deilig,Kakaobønne,MANN,1959-09-23,2008
23896395513,BOSATT,Fjång,Kontingent,MANN,1963-09-23,0489
23899298039,BOSATT,Dedikert,Kant,KVINNE,1992-09-23,6817
23899398483,BOSATT,Rød,Fugl,KVINNE,1993-09-23,1481
23899599209,BOSATT,Intrikat,Grammatikk,KVINNE,1995-09-23,1383
23916698550,BOSATT,Kranglete,Make,MANN,1966-11-23,1634
23917899495,BOSATT,Dyp,Pedal,KVINNE,1978-11-23,6395
23920398367,BOSATT,Empirisk,Måke,MANN,2003-12-23,5627
23921698771,BOSATT,Rik,Meter,MANN,2016-12-23,5517
23928299074,BOSATT,Estetisk,Palme,KVINNE,1982-12-23,3830
24827097094,BOSATT,God,Havsvale,KVINNE,1970-02-24,9445
24828699039,BOSATT,Pragmatisk,Tja,KVINNE,1986-02-24,1794
24829399861,BOSATT,Stadig,Lilje,KVINNE,1993-02-24,1181
24829799088,DOED,Åpen,Infeksjon,KVINNE,1997-02-24,1618
24830199957,BOSATT,Klok,Plast,MANN,2001-03-24,1715
24830599688,BOSATT,Ravgul,Overgang,KVINNE,2005-03-24,3470
24846297673,BOSATT,Glemsom,Indrefilet,KVINNE,1962-04-24,1188
24846896038,BOSATT,Sympatisk,Grapefrukt,KVINNE,1968-04-24,6896
24849498211,BOSATT,Morsk,Anatomi,KVINNE,1994-04-24,0257
24849899321,BOSATT,Spesiell,Interesse,MANN,1998-04-24,0664
24852649530,BOSATT,Tapper,Bestemor,MANN,1926-05-24,4460
24860199331,BOSATT,Opplagt,Trompet,MANN,2001-06-24,7760
24864597226,BOSATT,Vis,Rekkefølge,KVINNE,1945-06-24,3187
24866998120,BOSATT,Tilfeldig,Dregg,MANN,1969-06-24,0482
24867497532,BOSATT,Farlig,Ert,MANN,1974-06-24,2662
24874497629,BOSATT,Stor,Vegg,KVINNE,1944-07-24,2849
24878599744,BOSATT,Berikende,Nøkkel,MANN,1985-07-24,1385
24887899688,BOSATT,Farlig,Høvel,KVINNE,1978-08-24,2923
24890298296,BOSATT,Prikkete,Sen,KVINNE,2002-09-24,5239
24890399939,BOSATT,Autonom,Hensikt,MANN,2003-09-24,2923
24892649258,BOSATT,Overmodig,Koloni,KVINNE,1926-09-24,7081
24894197575,BOSATT,Veik,Sen,MANN,1941-09-24,5251
24895498269,UTFLYTTET,Sist,Skatoll,KVINNE,1954-09-24,7882
24896797537,BOSATT,Stor,Rødfotsule,MANN,1967-09-24,5981
24900897436,BOSATT,Sofistikert,Stol,KVINNE,2008-10-24,2632
24909999673,BOSATT,Pålitelig,Agg,KVINNE,1999-10-24,9020
24913448711,BOSATT,Sjenert,Logaritme,MANN,1934-11-24,5221
24915996775,BOSATT,Positiv,Baug,MANN,1959-11-24,9519
24916096301,BOSATT,Relevant,Veps,MANN,1960-11-24,1340
24916399401,BOSATT,Innesluttet,Postnummer,KVINNE,1963-11-24,2022
24916498981,BOSATT,Standhaftig,Episode,MANN,1964-11-24,1482
24917498071,BOSATT,Medgjørlig,Retorikk,KVINNE,1974-11-24,2092
